06.10.2016 15:00,5459,26,34,21,11,32,10256490,0
06.10.2016 12:00,5458,11,32,13,24,18,9669720,0
05.10.2016 23:59,5457,13,29,21,01,04,9417030,0
05.10.2016 21:00,5456,36,19,27,06,20,9000120,0
05.10.2016 18:00,5455,22,14,02,09,01,8612790,0
05.10.2016 15:00,5454,23,13,10,17,08,8334240,0
